ordinal,counter,f1_picture_top_line,f1_bottom_line,f1_hs_partial_line,f1_last_recorded_line,f1_method,f1_note,f1_direct_bottom_candidate,f2_picture_top_line,f2_bottom_line,f2_hs_partial_line,f2_last_recorded_line,f2_method,f2_note,f2_direct_bottom_candidate,applied_d1,applied_d2
0,171,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.745,1.259,1.709/L260=1.366,1.506,3.770/L261=7.329,3.260,4.212/L262=0.808,1.853,1.822; peak=L261 margin=3.559; split fraction/run=0.393/36; outer edges=6/624; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,cv_inspected,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.850,1.546,1.517/L523=3.658,3.853,2.803/L524=8.102,2.166,1.958/L525=0.252,1.555,0.512; peak=L524 margin=4.249; split fraction/run=0.568/67; outer edges=8/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525; row Y(mean/std) L285=1.377/0.485 L286=116.466/27.269 L287=112.981/25.640 L522=101.000/40.422 L523=117.539/48.173 L525=85.308/59.013",522,0,0
1,172,23,259,262,262,cv_inspected,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.673,1.501,1.782/L260=1.323,1.550,5.037/L261=6.889,3.842,4.591/L262=0.724,2.334,2.553; peak=L261 margin=1.853; split fraction/run=0.435/66; outer edges=5/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262; row Y(mean/std) L22=1.398/0.490 L23=112.834/28.973 L24=110.522/27.806 L259=103.173/40.571 L260=85.142/41.620 L262=71.722/56.117",259,286,522,525,525,cv_inspected,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.936,1.577,1.476/L523=1.459,2.044,4.470/L524=0.466,2.550,2.557/L525=3.874,1.226,0.964; peak=L523 margin=0.596; split fraction/run=0.493/20; outer edges=8/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525; row Y(mean/std) L285=1.380/0.485 L286=115.484/28.332 L287=112.355/24.907 L522=101.995/41.163 L523=96.778/41.585 L525=97.678/52.958",522,0,0
2,173,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.734,1.521,1.713/L260=1.141,1.295,3.562/L261=6.993,3.261,3.835/L262=0.851,1.947,2.043; peak=L261 margin=3.431; split fraction/run=0.369/54; outer edges=6/689; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.836,1.632,1.567/L523=3.095,0.866,4.120/L524=0.408,3.107,2.352/L525=7.126,2.219,2.393; peak=L525 margin=3.006; split fraction/run=0.554/23; outer edges=5/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
3,174,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.640,1.387,1.330/L260=1.183,1.306,4.016/L261=6.273,3.427,5.291/L262=1.691,1.956,2.172; peak=L261 margin=2.256; split fraction/run=0.304/35; outer edges=6/607; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,523,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.788,1.484,1.736/L523=1.351,0.350,0.351/L524=3.684,0.497,0.553/L525=1.206,1.144,0.708; peak=L524 margin=1.948; split fraction/run=0.258/15; outer edges=6/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L524; last complete picture=L523; band bottom=L525",523,0,0
4,175,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.825,1.445,1.530/L260=1.167,1.281,3.645/L261=6.633,3.782,4.324/L262=0.870,1.887,1.945; peak=L261 margin=2.988; split fraction/run=0.360/45; outer edges=7/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.923,1.407,1.580/L523=3.304,3.851,5.618/L524=7.355,2.273,2.519/L525=0.377,0.831,2.174; peak=L524 margin=1.738; split fraction/run=0.692/60; outer edges=7/600; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
5,176,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.661,1.366,1.543/L260=1.119,1.249,3.462/L261=6.628,3.292,3.863/L262=0.520,1.990,2.150; peak=L261 margin=3.166; split fraction/run=0.360/52; outer edges=6/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.899,1.558,1.645/L523=2.844,3.467,5.121/L524=2.257,1.893,2.525/L525=1.378,2.108,2.369; peak=L523 margin=2.596; split fraction/run=0.263/14; outer edges=8/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
6,177,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.774,1.210,1.383/L260=1.449,1.319,3.619/L261=6.495,3.736,5.022/L262=0.843,2.911,2.197; peak=L261 margin=2.876; split fraction/run=0.318/43; outer edges=5/625; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.895,1.576,1.561/L523=2.609,3.757,5.703/L524=7.046,1.821,2.189/L525=0.938,1.266,2.293; peak=L524 margin=1.343; split fraction/run=0.715/65; outer edges=7/615; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
7,178,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.796,1.341,1.382/L260=1.110,1.271,3.294/L261=6.965,3.669,4.103/L262=0.826,1.766,1.971; peak=L261 margin=3.671; split fraction/run=0.439/41; outer edges=6/624; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.811,1.600,1.704/L523=1.412,2.432,4.888/L524=8.378,2.499,2.051/L525=0.847,2.232,2.366; peak=L524 margin=3.490; split fraction/run=0.682/60; outer edges=7/600; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
8,179,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.745,1.325,1.487/L260=1.186,1.228,3.307/L261=6.967,3.603,4.056/L262=0.698,1.887,2.085; peak=L261 margin=3.661; split fraction/run=0.407/44; outer edges=7/635; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.860,1.307,1.490/L523=2.596,3.778,4.691/L524=7.032,2.472,2.079/L525=0.928,2.148,1.630; peak=L524 margin=2.341; split fraction/run=0.678/70; outer edges=6/601; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
9,180,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.741,1.364,1.682/L260=1.071,1.203,2.277/L261=6.920,3.410,5.217/L262=0.803,2.272,2.125; peak=L261 margin=4.643; split fraction/run=0.211/7; outer edges=6/648; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.916,1.568,1.538/L523=1.732,4.004,4.671/L524=7.612,2.300,1.974/L525=0.833,2.325,2.318; peak=L524 margin=2.941; split fraction/run=0.636/47; outer edges=7/601; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
10,181,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.675,1.273,1.389/L260=1.124,1.152,2.203/L261=6.762,3.811,5.106/L262=0.758,2.451,1.690; peak=L261 margin=4.310; split fraction/run=0.187/11; outer edges=6/647; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.830,1.541,1.732/L523=1.936,3.857,5.324/L524=7.007,2.607,2.241/L525=0.853,2.226,1.436; peak=L524 margin=1.683; split fraction/run=0.738/41; outer edges=6/613; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
11,182,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.692,1.267,1.477/L260=1.139,1.225,2.488/L261=6.599,3.120,4.151/L262=0.806,1.926,1.626; peak=L261 margin=4.111; split fraction/run=0.294/19; outer edges=6/646; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.851,1.542,1.453/L523=2.261,3.794,5.549/L524=6.860,1.757,2.509/L525=0.445,1.593,2.295; peak=L524 margin=1.312; split fraction/run=0.668/65; outer edges=7/602; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
12,183,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.735,1.433,1.564/L260=1.303,1.519,3.695/L261=6.718,3.274,4.496/L262=0.640,2.419,2.445; peak=L261 margin=3.023; split fraction/run=0.355/46; outer edges=7/627; body=8.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.766,1.684,1.379/L523=2.724,4.401,5.440/L524=7.143,2.655,2.300/L525=0.636,1.670,2.408; peak=L524 margin=1.704; split fraction/run=0.687/59; outer edges=7/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
13,184,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.662,1.396,1.470/L260=1.199,1.357,2.462/L261=6.752,3.683,3.398/L262=0.619,2.464,1.572; peak=L261 margin=4.289; split fraction/run=0.332/25; outer edges=6/638; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,523,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.853,1.303,1.571/L523=2.242,1.923,0.513/L524=1.813,3.639,5.458/L525=6.222,2.594,2.594; peak=L525 margin=0.764; split fraction/run=0.650/57; outer edges=4/712; body=7.0+/-2.0/714.0+/-2.0; switch onset=L524; last complete picture=L523; band bottom=L525",523,0,0
14,185,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.782,1.344,1.580/L260=1.148,1.415,2.313/L261=6.622,3.252,4.763/L262=0.937,1.904,2.012; peak=L261 margin=4.309; split fraction/run=0.243/11; outer edges=7/648; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.844,1.572,1.471/L523=1.690,4.041,5.404/L524=7.692,2.115,2.701/L525=0.938,2.391,2.250; peak=L524 margin=2.288; split fraction/run=0.659/60; outer edges=8/602; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
15,186,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.682,1.271,1.471/L260=1.161,1.176,2.142/L261=6.752,3.723,3.750/L262=0.746,2.018,2.647; peak=L261 margin=4.105; split fraction/run=0.360/28; outer edges=7/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.773,1.301,1.816/L523=2.217,3.583,4.999/L524=6.891,1.971,2.322/L525=0.865,2.196,2.426; peak=L524 margin=1.892; split fraction/run=0.636/65; outer edges=7/600; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
16,187,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.756,1.416,1.664/L260=1.340,1.599,4.284/L261=6.877,3.373,4.754/L262=0.954,2.355,2.217; peak=L261 margin=2.594; split fraction/run=0.379/42; outer edges=5/623; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.453,1.325,1.761/L523=2.171,2.012,6.001/L524=7.230,2.599,3.011/L525=0.947,2.108,2.556; peak=L524 margin=1.229; split fraction/run=0.687/42; outer edges=7/601; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
17,188,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.708,1.414,1.589/L260=1.124,1.326,4.094/L261=6.677,3.267,4.138/L262=0.639,2.231,2.302; peak=L261 margin=2.582; split fraction/run=0.430/44; outer edges=6/609; body=8.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.837,1.365,1.709/L523=2.801,3.847,4.591/L524=6.549,2.143,0.664/L525=0.888,1.784,2.353; peak=L524 margin=1.958; split fraction/run=0.888/61; outer edges=7/602; body=8.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
18,189,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.717,1.219,1.518/L260=1.233,1.223,3.650/L261=6.899,3.240,4.575/L262=0.696,2.214,1.752; peak=L261 margin=3.248; split fraction/run=0.350/41; outer edges=6/611; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.892,1.313,1.318/L523=3.100,3.943,1.877/L524=7.382,1.350,4.263/L525=0.858,2.421,2.383; peak=L524 margin=3.439; split fraction/run=0.742/44; outer edges=7/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
19,190,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.528,1.269,1.481/L260=1.062,1.133,3.487/L261=6.395,4.053,4.255/L262=0.610,2.324,1.993; peak=L261 margin=2.908; split fraction/run=0.388/30; outer edges=7/627; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,cv_inspected,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.767,1.368,1.252/L523=3.191,3.681,4.098/L524=7.481,2.117,1.475/L525=0.776,1.696,1.718; peak=L524 margin=3.383; split fraction/run=0.706/69; outer edges=5/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525; row Y(mean/std) L285=1.366/0.482 L286=114.408/28.955 L287=114.444/28.167 L522=98.472/38.762 L523=108.058/45.776 L525=75.703/56.437",522,0,0
20,191,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.704,1.342,1.485/L260=1.341,1.465,2.825/L261=6.935,3.623,3.774/L262=0.774,2.582,1.225; peak=L261 margin=4.111; split fraction/run=0.374/31; outer edges=6/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.926,1.455,1.596/L523=2.945,3.843,4.876/L524=1.081,1.224,2.351/L525=6.817,2.643,2.565; peak=L525 margin=1.941; split fraction/run=0.435/17; outer edges=6/601; body=8.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
21,192,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.789,1.360,1.482/L260=1.384,1.494,2.628/L261=6.567,3.531,5.351/L262=0.778,2.541,2.471; peak=L261 margin=3.939; split fraction/run=0.221/17; outer edges=5/659; body=8.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.902,1.396,1.524/L523=1.581,3.503,4.966/L524=7.486,2.277,1.968/L525=0.719,2.016,2.336; peak=L524 margin=2.520; split fraction/run=0.738/60; outer edges=7/604; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
22,193,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.730,1.481,1.647/L260=1.243,1.440,2.890/L261=6.697,3.934,3.457/L262=0.758,2.018,1.910; peak=L261 margin=3.807; split fraction/run=0.369/29; outer edges=7/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=1.037,1.474,1.345/L523=2.707,2.408,4.744/L524=7.021,4.146,2.259/L525=0.858,2.674,2.062; peak=L524 margin=2.277; split fraction/run=0.584/61; outer edges=6/617; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
23,194,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.821,1.379,1.637/L260=1.272,1.498,2.579/L261=6.477,3.531,3.467/L262=0.788,2.067,1.784; peak=L261 margin=3.897; split fraction/run=0.346/24; outer edges=6/641; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.940,1.416,1.575/L523=1.819,3.692,5.391/L524=7.738,2.414,2.394/L525=0.896,2.605,2.442; peak=L524 margin=2.347; split fraction/run=0.673/52; outer edges=7/603; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
24,195,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.628,1.440,1.722/L260=1.241,1.496,2.485/L261=6.126,3.682,4.487/L262=0.855,2.155,2.215; peak=L261 margin=3.640; split fraction/run=0.243/23; outer edges=7/653; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.959,1.614,1.507/L523=1.532,4.240,4.943/L524=7.485,2.831,2.130/L525=0.919,2.407,1.995; peak=L524 margin=2.542; split fraction/run=0.668/59; outer edges=5/617; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
25,196,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.847,1.353,1.370/L260=1.007,1.252,2.117/L261=6.123,3.718,4.812/L262=0.577,2.062,1.770; peak=L261 margin=4.005; split fraction/run=0.243/13; outer edges=6/651; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.856,1.545,1.589/L523=1.892,4.012,4.568/L524=7.275,2.168,1.584/L525=0.920,2.572,2.025; peak=L524 margin=2.707; split fraction/run=0.734/61; outer edges=6/604; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
26,197,23,260,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.698,1.395,1.639/L260=1.286,1.328,2.271/L261=6.384,3.768,4.829/L262=0.612,1.865,2.240; peak=L261 margin=4.113; split fraction/run=0.266/16; outer edges=6/714; body=7.0+/-2.0/714.0+/-2.0; switch onset=L261; last complete picture=L260; band bottom=L262",260,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.786,1.649,1.604/L523=1.740,3.989,4.553/L524=6.828,2.287,1.636/L525=0.934,2.095,1.993; peak=L524 margin=2.275; split fraction/run=0.692/60; outer edges=7/603; body=8.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
27,198,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.773,1.265,1.378/L260=1.310,1.363,2.721/L261=6.287,3.167,4.517/L262=0.637,2.062,1.879; peak=L261 margin=3.565; split fraction/run=0.271/23; outer edges=6/631; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.992,1.500,1.380/L523=3.403,3.780,4.681/L524=7.504,2.317,1.985/L525=0.752,1.794,1.867; peak=L524 margin=2.823; split fraction/run=0.668/60; outer edges=5/602; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
28,199,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.855,1.413,1.287/L260=1.308,1.269,3.289/L261=6.273,3.528,3.809/L262=0.501,1.907,1.671; peak=L261 margin=2.984; split fraction/run=0.379/30; outer edges=6/628; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.783,1.430,1.481/L523=3.041,4.056,5.311/L524=6.927,2.657,2.102/L525=0.666,2.446,1.747; peak=L524 margin=1.615; split fraction/run=0.729/61; outer edges=5/603; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
29,200,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.818,1.159,1.338/L260=1.192,1.180,3.519/L261=5.948,3.312,4.367/L262=0.527,1.752,1.574; peak=L261 margin=2.430; split fraction/run=0.322/41; outer edges=6/627; body=8.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.963,1.286,1.518/L523=2.854,3.094,5.263/L524=6.511,1.704,2.130/L525=0.775,1.652,1.835; peak=L524 margin=1.249; split fraction/run=0.790/63; outer edges=7/602; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
30,201,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.787,1.342,1.533/L260=0.982,1.419,3.719/L261=5.937,3.740,4.655/L262=0.594,1.997,1.670; peak=L261 margin=2.218; split fraction/run=0.336/28; outer edges=7/630; body=8.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.870,1.655,1.496/L523=3.452,3.413,4.644/L524=7.566,2.087,2.017/L525=0.660,1.741,1.606; peak=L524 margin=2.922; split fraction/run=0.710/60; outer edges=7/603; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
31,202,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.721,1.447,1.470/L260=1.363,1.394,3.698/L261=6.315,3.307,3.772/L262=0.483,1.842,1.580; peak=L261 margin=2.617; split fraction/run=0.421/50; outer edges=6/628; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.960,1.484,1.527/L523=3.290,3.617,4.326/L524=6.300,2.007,1.435/L525=0.727,1.872,1.818; peak=L524 margin=1.973; split fraction/run=0.748/61; outer edges=6/615; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
32,203,23,259,262,262,direct,"SP recording; raw first picture row L23; raster slot carries SP field 2 of the preceding unit; raw three-third displacement L259=0.805,1.145,1.447/L260=1.108,1.222,4.090/L261=5.989,3.349,4.625/L262=0.614,1.705,1.707; peak=L261 margin=1.899; split fraction/run=0.430/31; outer edges=6/600; body=7.0+/-2.0/714.0+/-2.0; switch onset=L260; last complete picture=L259; band bottom=L262",259,286,522,525,525,direct,"SP recording; raw first picture row L286; raster slot carries SP field 1 of this unit; raw three-third displacement L522=0.907,1.361,1.381/L523=3.003,3.498,4.943/L524=6.107,1.924,1.947/L525=0.590,1.961,2.018; peak=L524 margin=1.164; split fraction/run=0.692/63; outer edges=7/601; body=7.0+/-2.0/714.0+/-2.0; switch onset=L523; last complete picture=L522; band bottom=L525",522,0,0
