ordinal,counter,f1_picture_top_line,f1_bottom_line,f1_hs_partial_line,f1_last_recorded_line,f1_method,f1_note,f1_direct_bottom_candidate,f2_picture_top_line,f2_bottom_line,f2_hs_partial_line,f2_last_recorded_line,f2_method,f2_note,f2_direct_bottom_candidate,applied_d1,applied_d2
0,1910,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.256/0.282/0.128; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.215/0.101/0.071; direct edge candidate=L521; body edge positions=10/713; magnified raw rows resolve L521; row Y(mean/std) L287=24.059/36.923 L288=141.998/61.997 L289=134.036/64.994 L520=27.456/2.877 L521=26.823/2.150 L522=27.673/2.595 L525=12.070/0.760,521,3,2
1,1911,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.264/0.277/0.126; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.307/0.086/0.063; direct edge candidate=L521; body edge positions=10/713,521,3,2
2,1912,26,260,261,262,cv_inspected,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.335/0.261/0.099; direct edge candidate=L260; body edge positions=10/713; magnified raw rows resolve L260; row Y(mean/std) L25=88.745/44.372 L26=121.052/68.766 L27=107.181/62.351 L259=26.047/1.455 L260=26.439/1.774 L261=18.361/7.254 L262=12.534/0.864,260,288,521,522,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.230/0.085/0.030; direct edge candidate=L521; body edge positions=10/713; magnified raw rows resolve L521; row Y(mean/std) L287=27.670/43.768 L288=118.797/61.191 L289=109.236/62.041 L520=26.434/1.944 L521=25.755/1.423 L522=25.831/1.656 L525=12.411/0.765,521,3,2
3,1913,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.282/0.282/0.128; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.226/0.138/0.029; direct edge candidate=L522; body edge positions=10/712; magnified raw rows resolve L522; row Y(mean/std) L287=30.433/45.279 L288=119.002/62.686 L289=113.411/64.350 L521=26.295/1.234 L522=26.523/1.754 L523=12.731/0.840 L525=12.073/0.766,522,3,2
4,1914,25,259,260,262,cv_inspected,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.325/0.145/0.000; direct edge candidate=L259; body edge positions=10/712; magnified raw rows resolve L259; row Y(mean/std) L24=87.500/45.909 L25=117.611/69.940 L26=108.763/62.289 L258=27.413/1.610 L259=27.084/1.732 L260=18.816/7.617 L262=12.025/0.786,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.282/0.090/0.051; direct edge candidate=L521; body edge positions=10/713,521,2,2
5,1915,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.321/0.296/0.116; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.250/0.400/0.025; direct edge candidate=L522; body edge positions=10/712,522,3,2
6,1916,25,259,260,262,cv_inspected,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.322/0.118/0.023; direct edge candidate=L259; body edge positions=10/712; magnified raw rows resolve L259; row Y(mean/std) L24=114.369/47.152 L25=156.886/66.911 L26=145.680/64.879 L258=28.373/4.488 L259=28.217/5.480 L260=18.536/7.238 L262=11.941/0.812,259,288,522,523,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.315/0.202/0.045; direct edge candidate=L522; body edge positions=10/712; magnified raw rows resolve L522; row Y(mean/std) L287=72.608/63.250 L288=153.219/66.781 L289=148.006/65.368 L521=27.828/4.383 L522=27.875/5.947 L523=13.208/0.864 L525=12.533/0.800,522,2,2
7,1917,25,259,260,262,cv_inspected,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.310/0.177/0.071; direct edge candidate=L259; body edge positions=10/712; magnified raw rows resolve L259; row Y(mean/std) L24=105.809/50.773 L25=139.113/67.045 L26=139.469/67.770 L258=30.153/8.768 L259=30.491/9.552 L260=18.317/6.666 L262=11.781/0.747,259,288,522,523,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.209/0.124/0.023; direct edge candidate=L522; body edge positions=10/712; magnified raw rows resolve L522; row Y(mean/std) L287=78.069/63.369 L288=146.217/69.844 L289=140.419/67.872 L521=29.075/9.085 L522=29.783/10.164 L523=12.858/0.839 L525=12.117/0.797,522,2,2
8,1918,25,259,260,262,cv_inspected,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.394/0.189/0.056; direct edge candidate=L259; body edge positions=10/712; magnified raw rows resolve L259; row Y(mean/std) L24=114.895/54.226 L25=158.414/76.699 L26=145.347/72.568 L258=34.925/16.698 L259=35.642/17.322 L260=18.212/7.022 L262=11.717/0.705,259,288,521,522,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.333/0.155/0.030; direct edge candidate=L521; body edge positions=10/713; magnified raw rows resolve L521; row Y(mean/std) L287=66.567/62.357 L288=154.955/74.954 L289=149.600/74.007 L520=33.356/16.124 L521=34.241/16.226 L522=34.212/17.637 L525=12.041/0.819,521,2,2
9,1919,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.542/0.583/0.204; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.833/0.186/0.042; direct edge candidate=L521; body edge positions=10/713,521,3,2
10,1920,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.550/0.600/0.237; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.429/0.235/0.048; direct edge candidate=L521; body edge positions=10/712; magnified raw rows resolve L521; row Y(mean/std) L287=27.753/42.747 L288=161.822/40.905 L289=156.938/36.937 L520=46.737/27.935 L521=47.592/28.186 L522=48.397/29.115 L525=11.464/0.726,521,3,2
11,1921,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.842/0.737/0.222; direct edge candidate=L260; body edge positions=9/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.842/0.175/0.053; direct edge candidate=L521; body edge positions=9/712,521,3,2
12,1922,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.821/0.769/0.188; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.579/0.209/0.105; direct edge candidate=L521; body edge positions=9/712,521,3,2
13,1923,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.722/0.667/0.172; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.611/0.833/0.111; direct edge candidate=L522; body edge positions=9/712,522,3,2
14,1924,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.882/0.882/0.184; direct edge candidate=L260; body edge positions=9/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.875/0.184/0.063; direct edge candidate=L521; body edge positions=9/712,521,3,2
15,1925,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.733/1.200/0.141; direct edge candidate=L260; body edge positions=9/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.063/0.140/0.063; direct edge candidate=L521; body edge positions=9/712,521,3,2
16,1926,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.462/1.385/0.173; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.238/0.133/0.133; direct edge candidate=L521; body edge positions=9/712,521,3,2
17,1927,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.358/1.358/0.170; direct edge candidate=L260; body edge positions=9/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.314/0.133/0.133; direct edge candidate=L521; body edge positions=9/712,521,3,2
18,1928,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.284/1.321/0.110; direct edge candidate=L260; body edge positions=9/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.182/0.109/0.067; direct edge candidate=L521; body edge positions=9/712,521,3,2
19,1929,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.321/1.245/0.067; direct edge candidate=L260; body edge positions=9/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.245/0.113/0.132; direct edge candidate=L521; body edge positions=9/712,521,3,2
20,1930,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.373/1.353/0.157; direct edge candidate=L260; body edge positions=9/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.286/1.245/0.071; direct edge candidate=L522; body edge positions=9/712,522,3,2
21,1931,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.129/1.065/0.097; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.902/0.872/0.071; direct edge candidate=L522; body edge positions=9/712,522,3,2
22,1932,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.896/0.104/0.104; direct edge candidate=L259; body edge positions=9/712,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.823/0.865/0.099; direct edge candidate=L522; body edge positions=9/712,522,2,2
23,1933,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.087/1.087/0.155; direct edge candidate=L260; body edge positions=9/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.124/0.933/0.071; direct edge candidate=L522; body edge positions=9/712,522,3,2
24,1934,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=1.010/0.155/0.143; direct edge candidate=L259; body edge positions=9/712,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.991/0.917/0.071; direct edge candidate=L522; body edge positions=9/712,522,2,2
25,1935,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.814/0.086/0.071; direct edge candidate=L259; body edge positions=9/712,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.658/0.767/0.123; direct edge candidate=L522; body edge positions=9/712,522,2,2
26,1936,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.809/0.092/0.067; direct edge candidate=L259; body edge positions=9/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.616/0.791/0.093; direct edge candidate=L522; body edge positions=9/713,522,2,2
27,1937,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.615/0.570/0.078; direct edge candidate=L260; body edge positions=9/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.522/0.489/0.067; direct edge candidate=L522; body edge positions=9/713,522,3,2
28,1938,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.380/0.076/0.000; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.330/0.396/0.062; direct edge candidate=L522; body edge positions=9/713,522,2,2
29,1939,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.323/0.075/0.000; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,cv_inspected,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.353/0.214/0.055; direct edge candidate=L522; body edge positions=13/713; magnified raw rows resolve L522; row Y(mean/std) L287=30.691/46.995 L288=40.450/5.986 L289=38.264/3.595 L521=83.967/28.677 L522=85.255/29.415 L523=11.589/0.916 L525=10.639/0.691,522,2,2
30,1940,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.421/0.495/0.074; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.389/0.400/0.020; direct edge candidate=L522; body edge positions=10/713,522,3,2
31,1941,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.484/0.075/0.032; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.562/0.490/0.015; direct edge candidate=L522; body edge positions=10/713,522,2,2
32,1942,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.553/0.074/0.026; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.487/0.487/0.013; direct edge candidate=L522; body edge positions=10/713,522,2,2
33,1943,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.585/0.085/0.025; direct edge candidate=L259; body edge positions=10/713,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.490/0.063/0.012; direct edge candidate=L521; body edge positions=10/713,521,2,2
34,1944,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.495/0.097/0.012; direct edge candidate=L259; body edge positions=10/713,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.568/0.084/0.012; direct edge candidate=L521; body edge positions=10/713,521,2,2
35,1945,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.533/0.511/0.098; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.558/0.074/0.000; direct edge candidate=L521; body edge positions=10/713,521,3,2
36,1946,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.532/0.511/0.096; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.468/0.457/0.022; direct edge candidate=L522; body edge positions=10/712,522,3,2
37,1947,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.541/0.519/0.086; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.452/0.366/0.022; direct edge candidate=L522; body edge positions=10/712,522,3,2
38,1948,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.909/0.845/0.089; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.888/0.087/0.021; direct edge candidate=L521; body edge positions=10/712,521,3,2
39,1949,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.440/0.703/0.088; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.516/0.667/0.011; direct edge candidate=L522; body edge positions=10/712,522,3,2
40,1950,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.901/0.819/0.097; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.000/0.978/0.012; direct edge candidate=L522; body edge positions=10/712,522,3,2
41,1951,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.919/0.099/0.027; direct edge candidate=L259; body edge positions=10/712,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=1.073/1.007/0.013; direct edge candidate=L522; body edge positions=10/712,522,2,2
42,1952,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.764/0.079/0.015; direct edge candidate=L259; body edge positions=10/712,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.978/0.087/0.014; direct edge candidate=L521; body edge positions=10/712,521,2,2
43,1953,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.682/0.637/0.101; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.578/0.078/0.015; direct edge candidate=L521; body edge positions=10/712,521,3,2
44,1954,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.602/0.568/0.102; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.663/0.067/0.030; direct edge candidate=L521; body edge positions=10/712,521,3,2
45,1955,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.632/0.644/0.065; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.584/0.573/0.032; direct edge candidate=L522; body edge positions=10/712,522,3,2
46,1956,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.640/0.640/0.091; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.636/0.091/0.032; direct edge candidate=L521; body edge positions=10/712,521,3,2
47,1957,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.659/0.601/0.081; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.575/0.092/0.016; direct edge candidate=L521; body edge positions=10/712,521,3,2
48,1958,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.591/0.523/0.068; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.506/0.483/0.016; direct edge candidate=L522; body edge positions=10/712,522,3,2
49,1959,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.503/0.525/0.089; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.554/0.098/0.016; direct edge candidate=L521; body edge positions=10/712,521,3,2
50,1960,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.500/0.511/0.087; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.462/0.495/0.000; direct edge candidate=L522; body edge positions=10/712,522,3,2
51,1961,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.503/0.096/0.030; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.481/0.406/0.031; direct edge candidate=L522; body edge positions=10/713,522,2,2
52,1962,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.513/0.481/0.096; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.460/0.086/0.015; direct edge candidate=L521; body edge positions=10/713,521,3,2
53,1963,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.532/0.479/0.074; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.527/0.075/0.031; direct edge candidate=L521; body edge positions=10/713,521,3,2
54,1964,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.535/0.492/0.096; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.559/0.441/0.015; direct edge candidate=L522; body edge positions=10/713,522,3,2
55,1965,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.508/0.106/0.016; direct edge candidate=L259; body edge positions=10/713,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.495/0.095/0.016; direct edge candidate=L521; body edge positions=10/713,521,2,2
56,1966,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.516/0.495/0.095; direct edge candidate=L260; body edge positions=10/713,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.508/0.466/0.016; direct edge candidate=L522; body edge positions=10/713,522,3,2
57,1967,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.511/0.106/0.031; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.461/0.492/0.016; direct edge candidate=L522; body edge positions=10/713,522,2,2
58,1968,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.545/0.096/0.032; direct edge candidate=L259; body edge positions=10/713,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.474/0.453/0.031; direct edge candidate=L522; body edge positions=10/713,522,2,2
59,1969,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.543/0.511/0.106; direct edge candidate=L260; body edge positions=10/713,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.490/0.073/0.016; direct edge candidate=L521; body edge positions=10/713,521,3,2
60,1970,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.559/0.538/0.097; direct edge candidate=L260; body edge positions=10/712,260,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.589/0.074/0.015; direct edge candidate=L521; body edge positions=10/713,521,3,2
61,1971,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.522/0.543/0.109; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.576/0.413/0.000; direct edge candidate=L522; body edge positions=10/712,522,3,2
62,1972,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.517/0.528/0.101; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.615/0.451/0.016; direct edge candidate=L522; body edge positions=10/712,522,3,2
63,1973,26,260,261,262,direct,EP recording; raw VBI waveform L24; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.555/0.509/0.104; direct edge candidate=L260; body edge positions=10/712,260,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.565/0.459/0.015; direct edge candidate=L522; body edge positions=10/712,522,3,2
64,1974,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.537/0.125/0.016; direct edge candidate=L259; body edge positions=10/712,259,288,522,523,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.519/0.543/0.016; direct edge candidate=L522; body edge positions=10/712,522,2,2
65,1975,25,259,260,262,direct,EP recording; raw VBI waveform L23; intervening tape row; picture follows; outer-edge test L259/L260/L261=0.528/0.126/0.016; direct edge candidate=L259; body edge positions=10/712,259,288,521,522,525,direct,EP recording; raw rows L286-L287 are VBI-type; first picture row is L288; outer-edge test L521/L522/L523=0.608/0.127/0.016; direct edge candidate=L521; body edge positions=10/712,521,2,2
