capture,ordinal,counter,field,previous_picture_top_line,picture_top_line,previous_switch_first_line,switch_first_line,dp,ds,previous_status,status,raw_rows
sp_vstab_off,40,211,2,286,286,523,523,0,0,observed,observed,L286=123.294/28.309 L522=94.011/39.135 L523=96.438/45.770 L525=73.516/54.467 L526=1.395/0.520
sp_vstab_off,41,212,1,23,23,260,260,0,0,observed,observed,L23=122.258/30.221 L259=94.567/38.786 L260=80.830/40.041 L262=66.688/52.178 L263=1.384/0.490
sp_vstab_off,41,212,2,286,286,523,523,0,0,observed,observed,L286=122.330/29.100 L522=92.925/38.412 L523=94.112/48.673 L525=74.108/53.732 L526=1.375/0.503
sp_vstab_off,42,213,1,23,23,260,260,0,0,observed,observed,L23=123.936/28.897 L259=94.222/38.980 L260=85.606/37.906 L262=67.766/52.350 L263=1.389/0.503
sp_vstab_off,42,213,2,286,286,523,523,0,0,observed,observed,L286=125.005/27.941 L522=92.166/39.517 L523=95.517/47.508 L525=71.811/54.946 L526=1.395/0.520
sp_vstab_off,43,214,1,23,23,260,260,0,0,observed,observed,L23=123.684/28.131 L259=94.497/38.303 L260=81.178/38.654 L262=68.777/52.977 L263=1.375/0.497
sp_vstab_off,43,214,2,286,286,523,523,0,0,observed,observed,L286=124.756/27.688 L522=91.938/39.406 L523=100.769/43.191 L525=73.086/54.129 L526=1.372/0.502
sp_vstab_off,44,215,1,23,23,260,260,0,0,observed,observed,L23=122.116/30.319 L259=93.162/39.108 L260=82.338/38.161 L262=66.870/51.778 L263=1.386/0.499
sp_vstab_off,44,215,2,286,286,523,523,0,0,observed,observed,L286=123.744/28.590 L522=92.914/39.084 L523=98.903/44.646 L525=72.553/52.940 L526=1.387/0.533
sp_vstab_off,45,216,1,23,23,260,260,0,0,observed,observed,L23=122.139/29.148 L259=93.445/38.648 L260=83.123/38.503 L262=66.809/51.292 L263=1.378/0.498
sp_vstab_off,45,216,2,286,286,523,523,0,0,observed,observed,L286=124.283/29.370 L522=90.722/39.491 L523=97.591/43.984 L525=71.692/52.748 L526=1.406/0.537
