capture,ordinal,counter,field,previous_picture_top_line,picture_top_line,previous_switch_onset_line,switch_onset_line,previous_switch_line,switch_line,dp,ds,previous_reference_changed,previous_change_kind,raw_previous_rows,raw_rows
w_300s,115,13615,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.097/31.124 L260=97.875/38.343 L261=37.859/49.197 L262=10.277/0.877,L24=115.588/31.811 L260=94.244/36.823 L261=40.059/50.341 L262=10.522/0.930
w_300s,115,13615,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.411/30.937 L521=96.139/37.657 L522=85.175/40.324 L525=10.023/0.809,L286=113.211/32.285 L521=95.353/36.955 L522=85.638/40.639 L525=10.416/0.875
w_300s,116,13616,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.588/31.811 L260=94.244/36.823 L261=40.059/50.341 L262=10.522/0.930,L24=115.705/31.697 L260=92.756/39.047 L261=39.659/47.996 L262=10.531/0.943
w_300s,116,13616,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.211/32.285 L521=95.353/36.955 L522=85.638/40.639 L525=10.416/0.875,L286=112.912/32.281 L521=94.909/39.553 L522=85.584/40.828 L525=10.445/0.879
w_300s,117,13617,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.705/31.697 L260=92.756/39.047 L261=39.659/47.996 L262=10.531/0.943,L24=114.958/31.028 L260=95.394/37.451 L261=39.756/49.342 L262=10.500/0.882
w_300s,117,13617,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.912/32.281 L521=94.909/39.553 L522=85.584/40.828 L525=10.445/0.879,L286=112.867/31.184 L521=94.142/37.773 L522=84.983/40.439 L525=9.900/1.046
w_300s,118,13618,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=114.958/31.028 L260=95.394/37.451 L261=39.756/49.342 L262=10.500/0.882,L24=116.597/31.454 L260=95.316/36.152 L261=37.911/45.398 L262=10.831/0.952
w_300s,118,13618,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.867/31.184 L521=94.142/37.773 L522=84.983/40.439 L525=9.900/1.046,L286=115.648/32.374 L521=94.945/36.151 L522=84.831/37.224 L525=10.661/1.001
w_300s,119,13619,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=116.597/31.454 L260=95.316/36.152 L261=37.911/45.398 L262=10.831/0.952,L24=113.370/31.559 L260=92.903/34.800 L261=37.291/44.160 L262=11.347/0.990
w_300s,119,13619,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=115.648/32.374 L521=94.945/36.151 L522=84.831/37.224 L525=10.661/1.001,L286=114.131/30.990 L521=94.073/35.007 L522=84.841/36.707 L525=10.556/0.989
w_300s,120,13620,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=113.370/31.559 L260=92.903/34.800 L261=37.291/44.160 L262=11.347/0.990,L24=117.248/31.645 L260=94.986/35.938 L261=37.292/44.001 L262=11.253/0.951
w_300s,120,13620,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=114.131/30.990 L521=94.073/35.007 L522=84.841/36.707 L525=10.556/0.989,L286=112.330/31.822 L521=91.886/36.193 L522=84.200/36.865 L525=10.494/0.970
w_300s,121,13621,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.248/31.645 L260=94.986/35.938 L261=37.292/44.001 L262=11.253/0.951,L24=114.198/31.388 L260=93.669/36.086 L261=38.622/46.221 L262=11.116/1.017
w_300s,121,13621,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.330/31.822 L521=91.886/36.193 L522=84.200/36.865 L525=10.494/0.970,L286=116.172/30.488 L521=93.214/35.219 L522=85.748/37.218 L525=10.375/0.976
w_300s,122,13622,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=114.198/31.388 L260=93.669/36.086 L261=38.622/46.221 L262=11.116/1.017,L24=115.905/30.563 L260=93.070/36.618 L261=38.539/45.041 L262=11.131/1.005
w_300s,122,13622,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.172/30.488 L521=93.214/35.219 L522=85.748/37.218 L525=10.375/0.976,L286=114.200/31.234 L521=92.662/36.877 L522=85.831/38.206 L525=10.656/0.978
w_300s,123,13623,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.905/30.563 L260=93.070/36.618 L261=38.539/45.041 L262=11.131/1.005,L24=115.392/31.830 L260=96.384/37.937 L261=41.706/50.115 L262=10.594/1.149
w_300s,123,13623,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=114.200/31.234 L521=92.662/36.877 L522=85.831/38.206 L525=10.656/0.978,L286=115.537/31.259 L521=96.742/36.663 L522=92.269/36.852 L525=10.603/0.945
w_300s,124,13624,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.392/31.830 L260=96.384/37.937 L261=41.706/50.115 L262=10.594/1.149,L24=115.153/31.412 L260=97.697/37.839 L261=42.430/49.449 L262=10.675/1.031
w_300s,124,13624,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=115.537/31.259 L521=96.742/36.663 L522=92.269/36.852 L525=10.603/0.945,L286=113.953/31.782 L521=97.214/37.825 L522=89.023/38.952 L525=10.456/0.946
w_300s,125,13625,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.153/31.412 L260=97.697/37.839 L261=42.430/49.449 L262=10.675/1.031,L24=114.930/30.490 L260=95.825/37.883 L261=41.755/50.325 L262=10.669/0.835
w_300s,125,13625,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.953/31.782 L521=97.214/37.825 L522=89.023/38.952 L525=10.456/0.946,L286=114.066/32.024 L521=96.716/36.842 L522=87.953/39.231 L525=10.402/0.978
w_300s,126,13626,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=114.930/30.490 L260=95.825/37.883 L261=41.755/50.325 L262=10.669/0.835,L24=116.825/30.850 L260=95.275/36.667 L261=41.520/49.556 L262=10.911/1.023
w_300s,126,13626,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=114.066/32.024 L521=96.716/36.842 L522=87.953/39.231 L525=10.402/0.978,L286=113.292/32.158 L521=98.180/38.517 L522=89.233/40.249 L525=10.427/0.954
w_300s,127,13627,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=116.825/30.850 L260=95.275/36.667 L261=41.520/49.556 L262=10.911/1.023,L24=117.309/31.263 L260=94.975/37.359 L261=40.561/48.554 L262=11.113/1.115
w_300s,127,13627,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.292/32.158 L521=98.180/38.517 L522=89.233/40.249 L525=10.427/0.954,L286=112.370/31.896 L521=95.917/36.837 L522=88.914/39.962 L525=10.278/0.981
w_300s,128,13628,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.309/31.263 L260=94.975/37.359 L261=40.561/48.554 L262=11.113/1.115,L24=112.033/30.934 L260=97.823/38.281 L261=39.973/49.242 L262=11.133/1.000
w_300s,128,13628,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.370/31.896 L521=95.917/36.837 L522=88.914/39.962 L525=10.278/0.981,L286=163.875/9.302 L521=107.537/47.718 L522=90.934/49.252 L525=10.570/0.985
w_300s,129,13629,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=112.033/30.934 L260=97.823/38.281 L261=39.973/49.242 L262=11.133/1.000,L24=169.328/10.999 L260=103.744/48.545 L261=30.230/35.948 L262=11.119/1.044
w_300s,129,13629,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=163.875/9.302 L521=107.537/47.718 L522=90.934/49.252 L525=10.570/0.985,L286=164.405/10.653 L521=106.736/48.674 L522=92.533/48.040 L525=10.664/0.933
w_300s,130,13630,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.328/10.999 L260=103.744/48.545 L261=30.230/35.948 L262=11.119/1.044,L24=167.495/11.481 L260=105.866/48.467 L261=29.855/35.351 L262=11.261/1.003
w_300s,130,13630,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.405/10.653 L521=106.736/48.674 L522=92.533/48.040 L525=10.664/0.933,L286=164.286/9.693 L521=109.647/48.009 L522=92.753/49.517 L525=10.662/0.830
w_300s,131,13631,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=167.495/11.481 L260=105.866/48.467 L261=29.855/35.351 L262=11.261/1.003,L24=169.056/10.189 L260=103.858/49.573 L261=30.517/36.475 L262=11.164/1.068
w_300s,131,13631,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.286/9.693 L521=109.647/48.009 L522=92.753/49.517 L525=10.662/0.830,L286=165.241/9.000 L521=106.461/48.303 L522=92.817/46.795 L525=10.600/0.903
w_300s,132,13632,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.056/10.189 L260=103.858/49.573 L261=30.517/36.475 L262=11.164/1.068,L24=169.703/11.919 L260=109.153/47.937 L261=30.216/36.486 L262=11.169/0.970
w_300s,132,13632,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=165.241/9.000 L521=106.461/48.303 L522=92.817/46.795 L525=10.600/0.903,L286=167.066/10.048 L521=112.291/45.420 L522=91.234/48.165 L525=10.595/0.922
w_300s,133,13633,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.703/11.919 L260=109.153/47.937 L261=30.216/36.486 L262=11.169/0.970,L24=169.861/11.353 L260=106.862/48.052 L261=28.056/34.629 L262=10.984/0.978
w_300s,133,13633,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.066/10.048 L521=112.291/45.420 L522=91.234/48.165 L525=10.595/0.922,L286=167.086/10.480 L521=109.609/45.336 L522=84.981/49.346 L525=10.323/0.901
w_300s,134,13634,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.861/11.353 L260=106.862/48.052 L261=28.056/34.629 L262=10.984/0.978,L24=169.394/11.729 L260=108.347/48.661 L261=27.369/33.247 L262=11.152/0.942
w_300s,134,13634,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.086/10.480 L521=109.609/45.336 L522=84.981/49.346 L525=10.323/0.901,L286=167.161/10.894 L521=113.705/45.146 L522=88.708/48.716 L525=10.609/0.937
w_300s,135,13635,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.394/11.729 L260=108.347/48.661 L261=27.369/33.247 L262=11.152/0.942,L24=168.308/11.292 L260=111.986/44.725 L261=25.619/32.893 L262=11.161/1.055
w_300s,135,13635,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.161/10.894 L521=113.705/45.146 L522=88.708/48.716 L525=10.609/0.937,L286=164.681/11.561 L521=112.850/46.671 L522=91.455/48.099 L525=10.819/0.946
w_300s,136,13636,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=168.308/11.292 L260=111.986/44.725 L261=25.619/32.893 L262=11.161/1.055,L24=169.677/11.328 L260=112.502/44.573 L261=28.264/37.015 L262=11.034/0.988
w_300s,136,13636,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.681/11.561 L521=112.850/46.671 L522=91.455/48.099 L525=10.819/0.946,L286=166.353/10.020 L521=114.808/43.749 L522=90.139/48.854 L525=10.684/0.886
w_300s,137,13637,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.677/11.328 L260=112.502/44.573 L261=28.264/37.015 L262=11.034/0.988,L24=171.355/10.312 L260=112.358/45.718 L261=28.125/37.005 L262=10.992/1.061
w_300s,137,13637,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.353/10.020 L521=114.808/43.749 L522=90.139/48.854 L525=10.684/0.886,L286=166.927/10.474 L521=113.763/45.981 L522=89.611/50.220 L525=10.580/0.894
w_300s,138,13638,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=171.355/10.312 L260=112.358/45.718 L261=28.125/37.005 L262=10.992/1.061,L24=171.011/11.747 L260=106.397/48.327 L261=25.809/31.676 L262=10.792/1.072
w_300s,138,13638,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.927/10.474 L521=113.763/45.981 L522=89.611/50.220 L525=10.580/0.894,L286=167.341/8.846 L521=114.583/44.620 L522=83.775/48.997 L525=10.720/0.861
w_300s,139,13639,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=171.011/11.747 L260=106.397/48.327 L261=25.809/31.676 L262=10.792/1.072,L25=168.736/10.930 L261=106.155/48.265 L262=24.833/30.231
w_300s,139,13639,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.341/8.846 L521=114.583/44.620 L522=83.775/48.997 L525=10.720/0.861,L286=168.330/10.369 L521=111.811/46.222 L522=85.422/50.269 L525=10.613/0.912
w_300s,140,13640,1,25,24,262,261,none,261,-1,unmeasurable,no,no_previous_change,L25=168.736/10.930 L261=106.155/48.265 L262=24.833/30.231,L24=168.794/10.646 L260=103.237/49.172 L261=26.222/30.999 L262=10.925/0.970
w_300s,140,13640,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=168.330/10.369 L521=111.811/46.222 L522=85.422/50.269 L525=10.613/0.912,L286=168.245/8.833 L521=107.811/48.725 L522=86.756/47.910 L525=10.495/0.873
w_300s,141,13641,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=168.794/10.646 L260=103.237/49.172 L261=26.222/30.999 L262=10.925/0.970,L24=171.248/10.137 L260=104.688/49.858 L261=24.119/28.229 L262=10.794/1.040
w_300s,141,13641,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=168.245/8.833 L521=107.811/48.725 L522=86.756/47.910 L525=10.495/0.873,L286=167.097/10.070 L521=105.228/49.730 L522=81.586/48.257 L525=10.464/0.968
w_300s,142,13642,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=171.248/10.137 L260=104.688/49.858 L261=24.119/28.229 L262=10.794/1.040,L25=168.188/11.144 L261=106.386/50.183 L262=24.100/29.618
w_300s,142,13642,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.097/10.070 L521=105.228/49.730 L522=81.586/48.257 L525=10.464/0.968,L286=166.409/9.937 L521=116.181/46.528 L522=83.081/46.851 L525=10.627/0.851
w_300s,143,13643,1,25,24,262,261,none,261,-1,unmeasurable,no,no_previous_change,L25=168.188/11.144 L261=106.386/50.183 L262=24.100/29.618,L24=172.312/10.743 L260=112.772/44.494 L261=25.706/31.850 L262=10.850/0.903
w_300s,143,13643,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.409/9.937 L521=116.181/46.528 L522=83.081/46.851 L525=10.627/0.851,L286=166.709/10.531 L521=111.892/46.734 L522=85.406/48.449 L525=10.634/0.812
w_300s,144,13644,1,24,25,261,262,261,none,1,none,yes,raster_change,L24=172.312/10.743 L260=112.772/44.494 L261=25.706/31.850 L262=10.850/0.903,L25=169.408/11.278 L261=108.772/44.944 L262=24.178/31.445
w_300s,144,13644,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.709/10.531 L521=111.892/46.734 L522=85.406/48.449 L525=10.634/0.812,L286=164.480/10.592 L521=114.575/44.183 L522=85.450/46.880 L525=10.709/0.814
w_300s,145,13645,1,25,24,262,261,none,261,-1,unmeasurable,yes,raster_change,L25=169.408/11.278 L261=108.772/44.944 L262=24.178/31.445,L24=169.209/10.891 L260=113.844/44.125 L261=26.766/33.373 L262=10.305/0.933
w_300s,145,13645,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.480/10.592 L521=114.575/44.183 L522=85.450/46.880 L525=10.709/0.814,L286=166.228/8.951 L521=113.458/44.978 L522=85.897/46.644 L525=10.400/0.882
w_300s,146,13646,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.209/10.891 L260=113.844/44.125 L261=26.766/33.373 L262=10.305/0.933,L24=169.936/11.420 L260=111.531/44.088 L261=25.619/32.907 L262=10.439/1.009
w_300s,146,13646,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.228/8.951 L521=113.458/44.978 L522=85.897/46.644 L525=10.400/0.882,L286=166.352/10.090 L521=114.744/44.869 L522=83.461/46.368 L525=10.584/0.825
w_300s,147,13647,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=169.936/11.420 L260=111.531/44.088 L261=25.619/32.907 L262=10.439/1.009,L25=171.686/10.742 L261=113.744/43.931 L262=25.100/32.587
w_300s,147,13647,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.352/10.090 L521=114.744/44.869 L522=83.461/46.368 L525=10.584/0.825,L286=167.069/9.692 L521=111.623/45.950 L522=88.770/47.139 L525=10.727/0.834
w_300s,148,13648,1,25,24,262,261,none,261,-1,unmeasurable,no,no_previous_change,L25=171.686/10.742 L261=113.744/43.931 L262=25.100/32.587,L24=169.787/11.235 L260=113.311/45.003 L261=30.945/40.617 L262=11.017/0.916
w_300s,148,13648,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.069/9.692 L521=111.623/45.950 L522=88.770/47.139 L525=10.727/0.834,L286=166.008/11.077 L521=114.566/45.200 L522=91.430/46.446 L525=10.633/0.815
w_300s,149,13649,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.787/11.235 L260=113.311/45.003 L261=30.945/40.617 L262=11.017/0.916,L24=168.795/11.242 L260=114.527/43.787 L261=31.570/41.189 L262=10.823/0.938
w_300s,149,13649,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.008/11.077 L521=114.566/45.200 L522=91.430/46.446 L525=10.633/0.815,L286=166.177/10.478 L521=114.319/45.491 L522=95.642/48.046 L525=10.420/0.777
w_300s,150,13650,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=168.795/11.242 L260=114.527/43.787 L261=31.570/41.189 L262=10.823/0.938,L24=170.853/11.106 L260=112.528/44.483 L261=29.652/36.779 L262=10.917/0.874
w_300s,150,13650,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.177/10.478 L521=114.319/45.491 L522=95.642/48.046 L525=10.420/0.777,L286=164.653/9.958 L521=114.397/45.185 L522=93.342/46.526 L525=10.342/0.831
w_300s,151,13651,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=170.853/11.106 L260=112.528/44.483 L261=29.652/36.779 L262=10.917/0.874,L24=170.105/10.577 L260=111.739/44.075 L261=32.197/40.431 L262=10.211/0.900
w_300s,151,13651,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.653/9.958 L521=114.397/45.185 L522=93.342/46.526 L525=10.342/0.831,L286=163.069/9.868 L521=114.261/45.774 L522=93.823/49.329 L525=10.486/0.837
w_300s,152,13652,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=170.105/10.577 L260=111.739/44.075 L261=32.197/40.431 L262=10.211/0.900,L24=170.877/10.498 L260=114.783/45.005 L261=31.628/39.653 L262=10.347/0.936
w_300s,152,13652,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=163.069/9.868 L521=114.261/45.774 L522=93.823/49.329 L525=10.486/0.837,L286=165.550/10.750 L521=113.420/45.918 L522=96.323/47.076 L525=10.658/0.905
w_300s,153,13653,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=170.877/10.498 L260=114.783/45.005 L261=31.628/39.653 L262=10.347/0.936,L24=168.619/11.222 L260=114.667/45.077 L261=30.206/38.057 L262=10.545/0.972
w_300s,153,13653,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=165.550/10.750 L521=113.420/45.918 L522=96.323/47.076 L525=10.658/0.905,L286=166.375/10.404 L521=115.033/45.643 L522=93.728/48.378 L525=10.270/0.908
w_300s,154,13654,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=168.619/11.222 L260=114.667/45.077 L261=30.206/38.057 L262=10.545/0.972,L25=171.119/11.389 L261=115.420/45.616 L262=30.738/38.853
w_300s,154,13654,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.375/10.404 L521=115.033/45.643 L522=93.728/48.378 L525=10.270/0.908,L286=167.472/9.540 L521=114.006/46.012 L522=92.989/47.460 L525=10.178/0.957
w_300s,155,13655,1,25,24,262,261,none,261,-1,unmeasurable,no,no_previous_change,L25=171.119/11.389 L261=115.420/45.616 L262=30.738/38.853,L24=169.959/11.391 L260=115.383/44.018 L261=29.419/37.571 L262=10.664/0.974
w_300s,155,13655,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.472/9.540 L521=114.006/46.012 L522=92.989/47.460 L525=10.178/0.957,L286=170.009/10.380 L521=114.942/45.376 L522=93.345/47.018 L525=10.347/0.975
w_300s,156,13656,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=169.959/11.391 L260=115.383/44.018 L261=29.419/37.571 L262=10.664/0.974,L24=170.372/10.840 L260=111.505/45.334 L261=30.773/38.992 L262=10.333/0.895
w_300s,156,13656,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=170.009/10.380 L521=114.942/45.376 L522=93.345/47.018 L525=10.347/0.975,L286=164.972/10.157 L521=114.981/46.839 L522=95.445/48.168 L525=10.202/0.839
w_300s,157,13657,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=170.372/10.840 L260=111.505/45.334 L261=30.773/38.992 L262=10.333/0.895,L24=170.619/11.510 L260=113.375/44.660 L261=33.016/42.154 L262=10.789/0.854
w_300s,157,13657,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.972/10.157 L521=114.981/46.839 L522=95.445/48.168 L525=10.202/0.839,L286=169.456/11.691 L521=116.031/44.298 L522=95.695/48.503 L525=10.512/0.835
w_300s,158,13658,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=170.619/11.510 L260=113.375/44.660 L261=33.016/42.154 L262=10.789/0.854,L24=174.042/10.981 L260=112.602/44.602 L261=34.114/42.467 L262=10.244/0.929
w_300s,158,13658,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=169.456/11.691 L521=116.031/44.298 L522=95.695/48.503 L525=10.512/0.835,L286=165.144/10.830 L521=112.956/46.223 L522=99.316/46.562 L525=10.262/0.821
w_300s,159,13659,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=174.042/10.981 L260=112.602/44.602 L261=34.114/42.467 L262=10.244/0.929,L24=168.978/11.552 L260=112.923/44.208 L261=34.536/43.093 L262=10.659/0.922
w_300s,159,13659,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=165.144/10.830 L521=112.956/46.223 L522=99.316/46.562 L525=10.262/0.821,L286=166.359/10.541 L521=113.694/45.180 L522=101.166/47.012 L525=10.483/0.788
w_300s,160,13660,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=168.978/11.552 L260=112.923/44.208 L261=34.536/43.093 L262=10.659/0.922,L24=169.642/11.494 L260=115.186/44.951 L261=33.202/41.173 L262=10.964/0.900
w_300s,160,13660,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.359/10.541 L521=113.694/45.180 L522=101.166/47.012 L525=10.483/0.788,L286=167.597/10.051 L521=114.541/45.620 L522=98.366/47.899 L525=10.550/0.846
w_300s,161,13661,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=169.642/11.494 L260=115.186/44.951 L261=33.202/41.173 L262=10.964/0.900,L24=171.348/10.336 L260=114.294/43.472 L261=34.198/41.963 L262=10.828/0.936
w_300s,161,13661,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.597/10.051 L521=114.541/45.620 L522=98.366/47.899 L525=10.550/0.846,L286=168.167/11.152 L521=115.809/44.655 L522=96.728/47.676 L525=10.348/0.838
w_300s,162,13662,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=171.348/10.336 L260=114.294/43.472 L261=34.198/41.963 L262=10.828/0.936,L24=169.245/11.708 L260=113.078/45.607 L261=30.997/38.871 L262=10.672/0.872
w_300s,162,13662,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=168.167/11.152 L521=115.809/44.655 L522=96.728/47.676 L525=10.348/0.838,L286=164.831/10.497 L521=112.533/45.219 L522=95.495/46.284 L525=10.425/0.837
w_300s,163,13663,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=169.245/11.708 L260=113.078/45.607 L261=30.997/38.871 L262=10.672/0.872,L24=167.534/10.125 L260=113.409/43.393 L261=31.481/39.137 L262=10.858/0.868
w_300s,163,13663,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.831/10.497 L521=112.533/45.219 L522=95.495/46.284 L525=10.425/0.837,L286=166.134/10.943 L521=114.797/44.429 L522=93.527/47.706 L525=10.634/0.861
w_300s,164,13664,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=167.534/10.125 L260=113.409/43.393 L261=31.481/39.137 L262=10.858/0.868,L24=170.095/11.105 L260=114.208/45.189 L261=29.923/36.951 L262=11.066/0.920
w_300s,164,13664,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.134/10.943 L521=114.797/44.429 L522=93.527/47.706 L525=10.634/0.861,L286=165.238/9.892 L521=113.133/45.316 L522=91.147/48.513 L525=10.470/0.923
w_300s,165,13665,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=170.095/11.105 L260=114.208/45.189 L261=29.923/36.951 L262=11.066/0.920,L24=168.903/10.239 L260=112.963/44.015 L261=28.583/35.322 L262=10.917/0.986
w_300s,165,13665,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=165.238/9.892 L521=113.133/45.316 L522=91.147/48.513 L525=10.470/0.923,L286=166.223/9.740 L521=114.480/45.159 L522=93.761/47.785 L525=10.167/0.906
w_300s,166,13666,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=168.903/10.239 L260=112.963/44.015 L261=28.583/35.322 L262=10.917/0.986,L24=168.503/10.844 L260=112.634/44.250 L261=31.136/38.407 L262=10.861/0.895
w_300s,166,13666,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=166.223/9.740 L521=114.480/45.159 L522=93.761/47.785 L525=10.167/0.906,L286=165.253/9.549 L521=112.945/45.600 L522=94.189/48.429 L525=10.427/0.888
w_300s,167,13667,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=168.503/10.844 L260=112.634/44.250 L261=31.136/38.407 L262=10.861/0.895,L24=169.814/10.706 L260=110.083/44.424 L261=30.081/38.321 L262=10.381/0.883
w_300s,167,13667,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=165.253/9.549 L521=112.945/45.600 L522=94.189/48.429 L525=10.427/0.888,L286=167.102/9.766 L521=112.947/45.502 L522=96.181/46.970 L525=10.380/0.861
w_300s,168,13668,1,24,24,261,261,261,261,0,0,yes,readout_change,L24=169.814/10.706 L260=110.083/44.424 L261=30.081/38.321 L262=10.381/0.883,L24=168.742/10.253 L260=113.513/44.755 L261=30.909/39.991 L262=10.297/0.940
w_300s,168,13668,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=167.102/9.766 L521=112.947/45.502 L522=96.181/46.970 L525=10.380/0.861,L286=164.394/9.981 L521=112.680/46.441 L522=100.091/47.834 L525=10.600/0.884
w_300s,169,13669,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=168.742/10.253 L260=113.513/44.755 L261=30.909/39.991 L262=10.297/0.940,L24=167.009/11.281 L260=114.312/47.093 L261=38.180/48.638 L262=10.175/0.915
w_300s,169,13669,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=164.394/9.981 L521=112.680/46.441 L522=100.091/47.834 L525=10.600/0.884,L286=130.995/32.472 L521=98.267/46.661 L522=90.072/50.677 L525=10.887/0.855
w_300s,170,13670,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=167.009/11.281 L260=114.312/47.093 L261=38.180/48.638 L262=10.175/0.915,L24=135.523/32.940 L260=102.677/46.111 L261=42.148/54.930 L262=10.645/0.917
