capture,ordinal,counter,field,previous_picture_top_line,picture_top_line,previous_switch_onset_line,switch_onset_line,previous_switch_line,switch_line,dp,ds,previous_reference_changed,previous_change_kind,raw_previous_rows,raw_rows
w_300s,1,13501,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=118.341/28.133 L260=100.267/40.608 L261=39.594/52.535 L262=11.364/0.683,L24=118.642/29.499 L260=102.200/41.021 L261=38.355/51.435 L262=11.267/0.807
w_300s,1,13501,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.028/26.527 L521=103.808/40.714 L522=86.261/43.486 L525=10.169/0.842,L286=117.569/26.376 L521=101.438/40.911 L522=86.464/42.656 L525=10.463/0.749
w_300s,2,13502,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=118.642/29.499 L260=102.200/41.021 L261=38.355/51.435 L262=11.267/0.807,L24=119.289/27.243 L260=101.492/40.808 L261=37.378/51.365 L262=11.202/0.966
w_300s,2,13502,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=117.569/26.376 L521=101.438/40.911 L522=86.464/42.656 L525=10.463/0.749,L286=116.016/27.389 L521=100.834/40.278 L522=83.077/44.002 L525=10.461/0.874
w_300s,3,13503,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=119.289/27.243 L260=101.492/40.808 L261=37.378/51.365 L262=11.202/0.966,L24=118.742/25.948 L260=101.623/41.670 L261=37.630/51.410 L262=10.956/0.939
w_300s,3,13503,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.016/27.389 L521=100.834/40.278 L522=83.077/44.002 L525=10.461/0.874,L286=115.500/27.648 L521=100.809/41.592 L522=78.616/44.571 L525=10.588/0.772
w_300s,4,13504,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=118.742/25.948 L260=101.623/41.670 L261=37.630/51.410 L262=10.956/0.939,L25=117.845/28.554 L261=98.889/40.469 L262=36.263/50.797
w_300s,4,13504,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=115.500/27.648 L521=100.809/41.592 L522=78.616/44.571 L525=10.588/0.772,L286=113.520/26.680 L521=103.950/40.591 L522=87.950/44.045 L525=10.806/0.903
w_300s,5,13505,1,25,24,262,261,none,261,-1,unmeasurable,no,no_previous_change,L25=117.845/28.554 L261=98.889/40.469 L262=36.263/50.797,L24=116.634/28.119 L260=100.912/40.734 L261=37.962/51.678 L262=11.241/0.847
w_300s,5,13505,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.520/26.680 L521=103.950/40.591 L522=87.950/44.045 L525=10.806/0.903,L286=113.820/26.765 L521=101.683/40.426 L522=86.995/43.286 L525=10.931/0.841
w_300s,6,13506,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=116.634/28.119 L260=100.912/40.734 L261=37.962/51.678 L262=11.241/0.847,L24=116.450/27.821 L260=102.175/39.996 L261=39.228/51.608 L262=11.083/0.841
w_300s,6,13506,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.820/26.765 L521=101.683/40.426 L522=86.995/43.286 L525=10.931/0.841,L286=111.497/27.648 L521=103.208/40.206 L522=89.688/43.446 L525=10.916/0.832
w_300s,7,13507,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=116.450/27.821 L260=102.175/39.996 L261=39.228/51.608 L262=11.083/0.841,L24=117.398/28.236 L260=101.177/40.067 L261=39.402/52.094 L262=11.169/0.838
w_300s,7,13507,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=111.497/27.648 L521=103.208/40.206 L522=89.688/43.446 L525=10.916/0.832,L286=110.002/26.834 L521=101.112/39.796 L522=86.500/42.525 L525=10.770/0.772
w_300s,8,13508,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.398/28.236 L260=101.177/40.067 L261=39.402/52.094 L262=11.169/0.838,L24=114.055/27.134 L260=99.158/41.049 L261=41.748/52.301 L262=11.017/0.939
w_300s,8,13508,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=110.002/26.834 L521=101.112/39.796 L522=86.500/42.525 L525=10.770/0.772,L286=108.541/27.826 L521=98.655/38.932 L522=90.173/41.530 L525=10.620/0.767
w_300s,9,13509,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=114.055/27.134 L260=99.158/41.049 L261=41.748/52.301 L262=11.017/0.939,L24=111.700/27.220 L260=99.139/39.306 L261=40.683/51.789 L262=11.173/0.960
w_300s,9,13509,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=108.541/27.826 L521=98.655/38.932 L522=90.173/41.530 L525=10.620/0.767,L286=108.045/27.546 L521=100.048/40.194 L522=89.081/42.070 L525=10.583/0.817
w_300s,10,13510,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=111.700/27.220 L260=99.139/39.306 L261=40.683/51.789 L262=11.173/0.960,L24=112.305/26.496 L260=98.153/40.876 L261=41.433/52.260 L262=11.197/0.902
w_300s,10,13510,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=108.045/27.546 L521=100.048/40.194 L522=89.081/42.070 L525=10.583/0.817,L286=108.144/28.211 L521=100.923/39.636 L522=90.061/41.603 L525=10.581/0.798
w_300s,11,13511,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=112.305/26.496 L260=98.153/40.876 L261=41.433/52.260 L262=11.197/0.902,L24=112.906/27.499 L260=101.002/40.358 L261=40.992/53.163 L262=10.909/0.944
w_300s,11,13511,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=108.144/28.211 L521=100.923/39.636 L522=90.061/41.603 L525=10.581/0.798,L286=112.200/28.419 L521=102.491/39.420 L522=89.392/42.633 L525=10.431/0.807
w_300s,12,13512,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=112.906/27.499 L260=101.002/40.358 L261=40.992/53.163 L262=10.909/0.944,L24=113.298/27.142 L260=97.948/40.267 L261=40.239/51.425 L262=11.080/0.988
w_300s,12,13512,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.200/28.419 L521=102.491/39.420 L522=89.392/42.633 L525=10.431/0.807,L286=109.888/28.308 L521=100.661/39.239 L522=89.072/41.523 L525=10.486/0.823
w_300s,13,13513,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=113.298/27.142 L260=97.948/40.267 L261=40.239/51.425 L262=11.080/0.988,L24=111.794/29.177 L260=101.953/40.306 L261=42.581/53.397 L262=11.066/1.013
w_300s,13,13513,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=109.888/28.308 L521=100.661/39.239 L522=89.072/41.523 L525=10.486/0.823,L286=114.114/27.790 L521=101.855/39.733 L522=91.691/41.777 L525=10.534/0.847
w_300s,14,13514,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=111.794/29.177 L260=101.953/40.306 L261=42.581/53.397 L262=11.066/1.013,L24=113.914/28.065 L260=98.875/40.387 L261=40.827/52.179 L262=10.836/0.971
w_300s,14,13514,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=114.114/27.790 L521=101.855/39.733 L522=91.691/41.777 L525=10.534/0.847,L286=111.412/28.313 L521=99.605/40.397 L522=92.291/41.811 L525=10.331/0.844
w_300s,15,13515,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=113.914/28.065 L260=98.875/40.387 L261=40.827/52.179 L262=10.836/0.971,L24=115.122/28.817 L260=101.287/39.818 L261=40.831/52.523 L262=10.816/0.946
w_300s,15,13515,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=111.412/28.313 L521=99.605/40.397 L522=92.291/41.811 L525=10.331/0.844,L286=113.320/27.978 L521=103.417/38.282 L522=87.830/43.261 L525=10.659/0.810
w_300s,16,13516,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=115.122/28.817 L260=101.287/39.818 L261=40.831/52.523 L262=10.816/0.946,L24=117.125/29.538 L260=100.714/39.459 L261=38.720/50.924 L262=11.027/0.969
w_300s,16,13516,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=113.320/27.978 L521=103.417/38.282 L522=87.830/43.261 L525=10.659/0.810,L286=112.831/28.277 L521=102.109/39.132 L522=84.675/41.850 L525=10.584/0.819
w_300s,17,13517,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.125/29.538 L260=100.714/39.459 L261=38.720/50.924 L262=11.027/0.969,L24=116.161/29.944 L260=101.123/39.662 L261=39.083/51.836 L262=11.128/0.932
w_300s,17,13517,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.831/28.277 L521=102.109/39.132 L522=84.675/41.850 L525=10.584/0.819,L286=114.566/27.922 L521=101.537/40.370 L522=83.933/43.869 L525=10.214/0.808
w_300s,18,13518,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=116.161/29.944 L260=101.123/39.662 L261=39.083/51.836 L262=11.128/0.932,L24=118.052/29.054 L260=98.773/39.592 L261=36.461/50.580 L262=10.570/1.082
w_300s,18,13518,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=114.566/27.922 L521=101.537/40.370 L522=83.933/43.869 L525=10.214/0.808,L286=112.225/27.905 L521=100.217/39.618 L522=82.525/43.395 L525=10.342/0.779
w_300s,19,13519,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=118.052/29.054 L260=98.773/39.592 L261=36.461/50.580 L262=10.570/1.082,L24=117.550/27.855 L260=98.391/38.711 L261=38.263/51.807 L262=10.191/1.040
w_300s,19,13519,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=112.225/27.905 L521=100.217/39.618 L522=82.525/43.395 L525=10.342/0.779,L286=116.108/27.352 L521=101.463/38.895 L522=86.425/42.233 L525=10.470/0.849
w_300s,20,13520,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=117.550/27.855 L260=98.391/38.711 L261=38.263/51.807 L262=10.191/1.040,L24=119.355/27.203 L260=100.692/39.578 L261=39.448/50.942 L262=10.617/1.041
w_300s,20,13520,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.108/27.352 L521=101.463/38.895 L522=86.425/42.233 L525=10.470/0.849,L286=115.423/28.467 L521=101.814/39.660 L522=88.209/42.878 L525=10.412/0.894
w_300s,21,13521,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=119.355/27.203 L260=100.692/39.578 L261=39.448/50.942 L262=10.617/1.041,L24=118.402/28.944 L260=97.039/39.442 L261=40.597/51.108 L262=9.941/1.023
w_300s,21,13521,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=115.423/28.467 L521=101.814/39.660 L522=88.209/42.878 L525=10.412/0.894,L286=117.892/28.264 L521=100.658/38.056 L522=91.519/41.069 L525=10.266/0.811
w_300s,22,13522,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=118.402/28.944 L260=97.039/39.442 L261=40.597/51.108 L262=9.941/1.023,L24=121.095/28.810 L260=97.628/38.797 L261=39.753/49.926 L262=10.141/0.892
w_300s,22,13522,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=117.892/28.264 L521=100.658/38.056 L522=91.519/41.069 L525=10.266/0.811,L286=118.416/28.842 L521=101.306/39.459 L522=85.562/41.096 L525=10.448/0.808
w_300s,23,13523,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=121.095/28.810 L260=97.628/38.797 L261=39.753/49.926 L262=10.141/0.892,L24=118.975/28.478 L260=96.472/38.487 L261=40.286/51.455 L262=10.523/0.942
w_300s,23,13523,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=118.416/28.842 L521=101.306/39.459 L522=85.562/41.096 L525=10.448/0.808,L286=116.450/28.282 L521=100.188/37.525 L522=86.678/40.287 L525=10.014/0.834
w_300s,24,13524,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=118.975/28.478 L260=96.472/38.487 L261=40.286/51.455 L262=10.523/0.942,L24=122.134/27.362 L260=96.495/38.518 L261=38.958/49.439 L262=9.944/0.937
w_300s,24,13524,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.450/28.282 L521=100.188/37.525 L522=86.678/40.287 L525=10.014/0.834,L286=118.259/28.657 L521=97.862/38.887 L522=87.412/39.597 L525=10.430/0.874
w_300s,25,13525,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=122.134/27.362 L260=96.495/38.518 L261=38.958/49.439 L262=9.944/0.937,L24=121.130/28.660 L260=96.013/38.291 L261=39.722/49.567 L262=10.423/0.934
w_300s,25,13525,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=118.259/28.657 L521=97.862/38.887 L522=87.412/39.597 L525=10.430/0.874,L286=116.359/26.523 L521=97.816/38.824 L522=84.639/40.435 L525=10.264/0.893
w_300s,26,13526,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=121.130/28.660 L260=96.013/38.291 L261=39.722/49.567 L262=10.423/0.934,L24=122.627/28.454 L260=95.520/38.648 L261=38.812/49.307 L262=10.608/0.927
w_300s,26,13526,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=116.359/26.523 L521=97.816/38.824 L522=84.639/40.435 L525=10.264/0.893,L286=120.814/27.016 L521=96.145/37.536 L522=80.397/40.602 L525=9.787/0.945
w_300s,27,13527,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=122.627/28.454 L260=95.520/38.648 L261=38.812/49.307 L262=10.608/0.927,L24=120.675/27.692 L260=94.339/38.683 L261=36.319/49.191 L262=10.217/0.907
w_300s,27,13527,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=120.814/27.016 L521=96.145/37.536 L522=80.397/40.602 L525=9.787/0.945,L286=119.708/28.881 L521=95.700/39.873 L522=78.908/42.093 L525=10.225/0.943
w_300s,28,13528,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=120.675/27.692 L260=94.339/38.683 L261=36.319/49.191 L262=10.217/0.907,L24=123.755/27.601 L260=96.530/39.076 L261=36.306/49.310 L262=11.033/0.932
w_300s,28,13528,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=119.708/28.881 L521=95.700/39.873 L522=78.908/42.093 L525=10.225/0.943,L286=122.620/27.902 L521=97.920/40.068 L522=81.588/42.196 L525=10.677/0.945
w_300s,29,13529,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=123.755/27.601 L260=96.530/39.076 L261=36.306/49.310 L262=11.033/0.932,L24=126.364/27.695 L260=95.925/38.186 L261=37.205/48.826 L262=11.141/0.950
w_300s,29,13529,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=122.620/27.902 L521=97.920/40.068 L522=81.588/42.196 L525=10.677/0.945,L286=121.683/29.665 L521=95.952/38.381 L522=80.227/42.107 L525=10.019/1.008
w_300s,30,13530,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=126.364/27.695 L260=95.925/38.186 L261=37.205/48.826 L262=11.141/0.950,L24=124.911/29.066 L260=94.383/40.179 L261=34.548/47.861 L262=10.719/1.062
w_300s,30,13530,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=121.683/29.665 L521=95.952/38.381 L522=80.227/42.107 L525=10.019/1.008,L286=121.297/28.165 L521=96.384/38.741 L522=76.936/42.985 L525=10.075/1.135
w_300s,31,13531,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=124.911/29.066 L260=94.383/40.179 L261=34.548/47.861 L262=10.719/1.062,L24=122.148/27.662 L260=92.905/38.923 L261=33.837/47.768 L262=10.406/1.140
w_300s,31,13531,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=121.297/28.165 L521=96.384/38.741 L522=76.936/42.985 L525=10.075/1.135,L286=120.013/28.047 L521=96.162/38.615 L522=79.586/41.985 L525=10.072/1.034
w_300s,32,13532,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=122.148/27.662 L260=92.905/38.923 L261=33.837/47.768 L262=10.406/1.140,L24=123.605/28.688 L260=94.731/38.879 L261=34.150/47.593 L262=10.670/1.065
w_300s,32,13532,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=120.013/28.047 L521=96.162/38.615 L522=79.586/41.985 L525=10.072/1.034,L286=123.797/27.710 L521=98.714/39.053 L522=78.800/41.709 L525=10.028/0.911
w_300s,33,13533,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=123.605/28.688 L260=94.731/38.879 L261=34.150/47.593 L262=10.670/1.065,L24=127.042/29.890 L260=93.806/39.698 L261=34.080/47.325 L262=10.541/1.021
w_300s,33,13533,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=123.797/27.710 L521=98.714/39.053 L522=78.800/41.709 L525=10.028/0.911,L286=122.831/27.851 L521=96.086/40.538 L522=77.509/42.330 L525=9.734/1.030
w_300s,34,13534,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=127.042/29.890 L260=93.806/39.698 L261=34.080/47.325 L262=10.541/1.021,L24=125.958/29.029 L260=96.259/39.563 L261=36.767/48.803 L262=10.583/1.023
w_300s,34,13534,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=122.831/27.851 L521=96.086/40.538 L522=77.509/42.330 L525=9.734/1.030,L286=122.527/29.107 L521=94.286/39.045 L522=81.627/39.907 L525=9.395/1.004
w_300s,35,13535,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=125.958/29.029 L260=96.259/39.563 L261=36.767/48.803 L262=10.583/1.023,L24=123.633/29.021 L260=93.081/39.460 L261=37.023/48.135 L262=10.506/0.962
w_300s,35,13535,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=122.527/29.107 L521=94.286/39.045 L522=81.627/39.907 L525=9.395/1.004,L286=123.162/27.443 L521=94.172/38.466 L522=82.312/40.621 L525=9.681/0.974
w_300s,36,13536,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=123.633/29.021 L260=93.081/39.460 L261=37.023/48.135 L262=10.506/0.962,L24=125.255/29.173 L260=94.270/39.206 L261=36.095/47.871 L262=10.555/0.981
w_300s,36,13536,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=123.162/27.443 L521=94.172/38.466 L522=82.312/40.621 L525=9.681/0.974,L286=123.969/28.624 L521=94.880/38.011 L522=76.467/40.833 L525=9.730/0.960
w_300s,37,13537,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=125.255/29.173 L260=94.270/39.206 L261=36.095/47.871 L262=10.555/0.981,L24=125.770/27.065 L260=94.508/39.295 L261=34.941/48.439 L262=10.433/0.984
w_300s,37,13537,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=123.969/28.624 L521=94.880/38.011 L522=76.467/40.833 L525=9.730/0.960,L286=123.355/27.724 L521=93.114/38.450 L522=76.895/41.625 L525=9.639/0.998
w_300s,38,13538,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=125.770/27.065 L260=94.508/39.295 L261=34.941/48.439 L262=10.433/0.984,L24=126.498/29.345 L260=93.638/38.774 L261=34.423/47.898 L262=10.220/0.991
w_300s,38,13538,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=123.355/27.724 L521=93.114/38.450 L522=76.895/41.625 L525=9.639/0.998,L286=124.019/27.395 L521=94.272/38.544 L522=73.969/40.939 L525=10.195/0.949
w_300s,39,13539,1,24,25,261,262,261,none,1,none,no,no_previous_change,L24=126.498/29.345 L260=93.638/38.774 L261=34.423/47.898 L262=10.220/0.991,L25=126.497/28.576 L261=94.519/39.615 L262=34.531/48.182
w_300s,39,13539,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=124.019/27.395 L521=94.272/38.544 L522=73.969/40.939 L525=10.195/0.949,L286=122.812/28.530 L521=92.819/39.657 L522=76.011/42.399 L525=10.042/1.035
w_300s,40,13540,1,25,25,262,262,none,none,0,0,no,no_previous_change,L25=126.497/28.576 L261=94.519/39.615 L262=34.531/48.182,L25=124.967/28.390 L261=93.008/38.925 L262=34.103/47.524
w_300s,40,13540,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=122.812/28.530 L521=92.819/39.657 L522=76.011/42.399 L525=10.042/1.035,L286=125.566/27.882 L521=94.916/38.988 L522=76.008/44.338 L525=9.613/1.094
w_300s,41,13541,1,25,25,262,262,none,none,0,0,yes,readout_change,L25=124.967/28.390 L261=93.008/38.925 L262=34.103/47.524,L25=126.300/28.633 L261=93.497/38.782 L262=33.520/48.061
w_300s,41,13541,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=125.566/27.882 L521=94.916/38.988 L522=76.008/44.338 L525=9.613/1.094,L286=124.414/27.753 L521=93.177/38.154 L522=76.731/41.887 L525=9.734/1.112
w_300s,42,13542,1,25,24,262,261,none,261,-1,unmeasurable,yes,raster_change,L25=126.300/28.633 L261=93.497/38.782 L262=33.520/48.061,L24=128.053/27.583 L260=93.112/38.972 L261=35.389/48.371 L262=10.680/0.981
w_300s,42,13542,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=124.414/27.753 L521=93.177/38.154 L522=76.731/41.887 L525=9.734/1.112,L286=125.117/26.591 L521=95.169/37.743 L522=77.077/41.537 L525=9.922/1.008
w_300s,43,13543,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=128.053/27.583 L260=93.112/38.972 L261=35.389/48.371 L262=10.680/0.981,L24=127.892/27.964 L260=92.469/39.169 L261=34.870/47.502 L262=10.495/0.934
w_300s,43,13543,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=125.117/26.591 L521=95.169/37.743 L522=77.077/41.537 L525=9.922/1.008,L286=125.373/28.134 L521=93.964/39.163 L522=75.205/41.877 L525=9.902/0.929
w_300s,44,13544,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=127.892/27.964 L260=92.469/39.169 L261=34.870/47.502 L262=10.495/0.934,L24=126.741/28.320 L260=92.258/38.898 L261=34.480/47.565 L262=10.727/0.982
w_300s,44,13544,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=125.373/28.134 L521=93.964/39.163 L522=75.205/41.877 L525=9.902/0.929,L286=121.175/27.454 L521=92.519/38.455 L522=72.234/42.621 L525=10.298/1.061
w_300s,45,13545,1,24,25,261,262,261,none,1,none,yes,raster_change,L24=126.741/28.320 L260=92.258/38.898 L261=34.480/47.565 L262=10.727/0.982,L25=126.783/29.095 L261=90.736/39.379 L262=33.202/46.815
w_300s,45,13545,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=121.175/27.454 L521=92.519/38.455 L522=72.234/42.621 L525=10.298/1.061,L286=124.242/27.391 L521=92.408/39.003 L522=78.630/40.568 L525=10.080/0.924
w_300s,46,13546,1,25,24,262,261,none,261,-1,unmeasurable,yes,raster_change,L25=126.783/29.095 L261=90.736/39.379 L262=33.202/46.815,L24=126.922/28.963 L260=92.352/38.996 L261=37.875/48.560 L262=10.725/0.918
w_300s,46,13546,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=124.242/27.391 L521=92.408/39.003 L522=78.630/40.568 L525=10.080/0.924,L286=124.475/29.161 L521=94.347/38.838 L522=84.322/41.351 L525=9.820/0.954
w_300s,47,13547,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=126.922/28.963 L260=92.352/38.996 L261=37.875/48.560 L262=10.725/0.918,L24=127.753/27.544 L260=94.786/38.520 L261=38.280/48.352 L262=10.594/0.910
w_300s,47,13547,2,286,286,522,522,522,522,0,0,no,no_previous_change,L286=124.475/29.161 L521=94.347/38.838 L522=84.322/41.351 L525=9.820/0.954,L286=123.802/27.866 L521=95.048/39.882 L522=88.670/38.888 L525=9.581/1.043
w_300s,48,13548,1,24,24,261,261,261,261,0,0,no,no_previous_change,L24=127.753/27.544 L260=94.786/38.520 L261=38.280/48.352 L262=10.594/0.910,L24=127.497/27.617 L260=95.322/38.465 L261=45.802/52.916 L262=10.655/0.904
w_300s,48,13548,2,286,286,522,523,522,523,0,1,yes,raster_change,L286=123.802/27.866 L521=95.048/39.882 L522=88.670/38.888 L525=9.581/1.043,L286=108.306/31.847 L522=80.245/35.989 L523=9.989/1.131 L525=8.873/1.033
w_300s,49,13549,1,24,23,261,260,261,260,-1,-1,yes,raster_change,L24=127.497/27.617 L260=95.322/38.465 L261=45.802/52.916 L262=10.655/0.904,L23=108.041/30.771 L259=84.269/34.670 L260=41.830/42.725 L262=10.734/0.999
w_300s,49,13549,2,286,286,523,523,523,523,0,0,no,no_previous_change,L286=108.306/31.847 L522=80.245/35.989 L523=9.989/1.131 L525=8.873/1.033,L286=108.069/32.133 L522=82.253/35.228 L523=10.086/1.051 L525=9.722/0.932
w_300s,50,13550,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=108.041/30.771 L259=84.269/34.670 L260=41.830/42.725 L262=10.734/0.999,L23=110.775/31.028 L259=85.378/35.228 L260=46.014/43.237 L262=10.847/0.872
w_300s,50,13550,2,286,286,523,522,523,522,0,-1,yes,raster_change,L286=108.069/32.133 L522=82.253/35.228 L523=10.086/1.051 L525=9.722/0.932,L286=108.286/30.593 L521=84.452/34.924 L522=83.906/36.306 L525=9.705/0.880
w_300s,51,13551,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=110.775/31.028 L259=85.378/35.228 L260=46.014/43.237 L262=10.847/0.872,L23=110.622/30.766 L259=83.578/34.700 L260=46.220/41.836 L262=11.025/0.908
w_300s,51,13551,2,286,286,522,523,522,523,0,1,yes,raster_change,L286=108.286/30.593 L521=84.452/34.924 L522=83.906/36.306 L525=9.705/0.880,L286=106.912/31.336 L522=81.141/34.695 L523=10.214/1.000 L525=9.320/0.955
w_300s,52,13552,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=110.622/30.766 L259=83.578/34.700 L260=46.220/41.836 L262=11.025/0.908,L23=110.495/31.419 L259=84.375/34.647 L260=48.362/41.845 L262=11.020/0.943
w_300s,52,13552,2,286,286,523,523,523,523,0,0,no,no_previous_change,L286=106.912/31.336 L522=81.141/34.695 L523=10.214/1.000 L525=9.320/0.955,L286=106.030/30.818 L522=82.109/35.306 L523=10.427/1.030 L525=9.684/0.964
w_300s,53,13553,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=110.495/31.419 L259=84.375/34.647 L260=48.362/41.845 L262=11.020/0.943,L23=110.361/31.488 L259=82.631/35.259 L260=45.792/40.310 L262=10.927/0.992
w_300s,53,13553,2,286,286,523,523,523,523,0,0,no,no_previous_change,L286=106.030/30.818 L522=82.109/35.306 L523=10.427/1.030 L525=9.684/0.964,L286=108.122/32.339 L522=80.795/34.485 L523=10.219/1.048 L525=8.978/1.040
w_300s,54,13554,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=110.361/31.488 L259=82.631/35.259 L260=45.792/40.310 L262=10.927/0.992,L23=108.608/31.238 L259=82.306/35.601 L260=49.019/41.438 L262=10.958/0.992
w_300s,54,13554,2,286,286,523,523,523,523,0,0,no,no_previous_change,L286=108.122/32.339 L522=80.795/34.485 L523=10.219/1.048 L525=8.978/1.040,L286=106.598/30.897 L522=79.147/35.592 L523=10.000/1.216 L525=8.814/0.967
w_300s,55,13555,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=108.608/31.238 L259=82.306/35.601 L260=49.019/41.438 L262=10.958/0.992,L23=109.392/30.563 L259=81.928/35.038 L260=45.777/40.564 L262=10.677/1.026
w_300s,55,13555,2,286,286,523,523,523,523,0,0,no,no_previous_change,L286=106.598/30.897 L522=79.147/35.592 L523=10.000/1.216 L525=8.814/0.967,L286=109.453/31.429 L522=82.205/36.279 L523=9.911/0.967 L525=8.853/0.936
w_300s,56,13556,1,23,23,260,260,260,260,0,0,no,no_previous_change,L23=109.392/30.563 L259=81.928/35.038 L260=45.777/40.564 L262=10.677/1.026,L23=111.048/31.651 L259=84.269/36.173 L260=48.561/41.733 L262=10.831/1.043
