ordinal,local_exact,counter,event,no_placement_expected,f1_blank_mean,f1_blank_noise,f1_active_top_line,f1_top_line,f1_top_valid,f1_top_status,f1_bottom_line,f1_bottom_valid,f1_bottom_censored,f1_visible_height,f1_height_valid,f1_line21_lines,f1_line21_bytes,f1_line21_unique_line,f1_line21_implied_top,f1_gap_line,f1_gap_valid,f1_gap_implied_top,f1_body_shift,f1_body_mad,f1_body_second_mad,f1_body_ratio,f1_body_unique,f1_static_fraction,f1_band_shifts,f1_band_mads,f1_repeated,f2_blank_mean,f2_blank_noise,f2_active_top_line,f2_top_line,f2_top_valid,f2_top_status,f2_bottom_line,f2_bottom_valid,f2_bottom_censored,f2_visible_height,f2_height_valid,f2_line21_lines,f2_line21_bytes,f2_line21_unique_line,f2_line21_implied_top,f2_gap_line,f2_gap_valid,f2_gap_implied_top,f2_body_shift,f2_body_mad,f2_body_second_mad,f2_body_ratio,f2_body_unique,f2_static_fraction,f2_band_shifts,f2_band_mads,f2_repeated,comb_crop_f1_line,comb_crop_f2_line,comb_best_shift,comb_best_energy,comb_second_energy,comb_ratio,comb_static_fraction,comb_valid
9436,446,13946,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,9470,-1,-1,23,1,24,0,4.756787300109863,9.619536399841309,0.4944923645372697,1,0.715,0 0 0,4.799 4.650 5.350,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.642070293426514,9.649606704711914,0.48106315992752174,1,0.676484375,0 0 0,4.713 4.527 5.001,0,23,286,0,4.7567973136901855,7.11240291595459,0.6688031274240251,0.3558577405857741,1
9437,447,13947,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,464f,-1,-1,-1,0,-1,0,6.588886737823486,9.957202911376953,0.6617206454932361,1,0.70640625,0 0 0,5.993 6.711 9.202,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,6.480331897735596,9.904815673828125,0.6542607264119842,1,0.72015625,0 0 0,5.681 6.550 8.818,0,23,286,0,4.295146942138672,6.010157585144043,0.7146479740823188,0.3844665271966527,1
9438,448,13948,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,5220,-1,-1,-1,0,-1,0,4.769726753234863,9.659846305847168,0.49376838949784496,1,0.711640625,0 0 0,4.878 4.593 5.397,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.655722618103027,9.527358055114746,0.4886687989650615,1,0.7265625,0 0 0,4.761 4.478 4.996,0,23,286,0,4.506494998931885,6.80181884765625,0.662542637471846,0.3573221757322176,1
9439,449,13949,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,d94f,-1,-1,-1,0,-1,0,4.699697494506836,9.73764705657959,0.48263173507929896,1,0.711953125,0 0 0,4.866 4.511 5.204,0,1.0,0.25,286,287,1,measured,525,0,1,239,0,284,8080,-1,-1,286,1,287,0,7.234619140625,10.25307559967041,0.7056047788097417,1,0.694296875,0 0 0,7.359 6.647 8.133,0,23,286,0,4.239626884460449,5.903555870056152,0.7181480073669776,0.3384414225941423,1
9440,450,13950,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,d552,-1,-1,-1,0,-1,0,7.432109355926514,10.41184139251709,0.7138131552088292,1,0.684296875,0 0 0,7.516 6.991 8.204,0,1.0,0.25,286,287,1,measured,525,0,1,239,0,284,8080,-1,-1,286,1,287,1,7.076100826263428,7.363183498382568,0.9610110664521395,1,0.6995283018867925,1 1 1,8.054 6.132 6.508,0,23,286,0,3.7597343921661377,4.1740288734436035,0.9007447016206982,0.37609832635983265,1
9441,451,13951,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,204f,-1,-1,23,1,24,0,7.114706993103027,7.213325500488281,0.9863282881968132,1,0.701875,0 0 1,7.981 6.200 6.581,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,57ce,-1,-1,-1,0,-1,-1,7.602830410003662,10.55859375,0.7200608897376757,1,0.6766509433962264,-1 -1 -1,7.086 7.506 8.354,0,23,286,0,3.6122021675109863,3.786975383758545,0.9538488639252528,0.41710251046025104,1
9442,452,13952,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,0,7.287549018859863,10.018346786499023,0.7274203193565577,1,0.698515625,0 0 0,6.875 7.331 7.924,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.797099590301514,10.111557006835938,0.47441749940770006,1,0.709609375,0 0 0,4.859 4.632 5.335,0,23,286,-1,4.4845075607299805,5.878714561462402,0.7628381194297014,0.39476987447698747,1
9443,453,13953,Program,0,1.0,0.25,23,24,1,measured,262,0,1,239,0,21,8080,-1,-1,23,1,24,0,4.691738128662109,9.629019737243652,0.4872498194717731,1,0.710703125,0 0 0,4.760 4.591 4.997,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,5.050410270690918,10.193268775939941,0.49546523119373054,1,0.69328125,0 0 0,5.069 4.954 5.296,0,23,286,-1,5.010740280151367,7.030826568603516,0.7126815362687314,0.3518305439330544,1
9444,454,13954,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,-1,7.774921417236328,10.870078086853027,0.7152590216108768,1,0.6730345911949686,-1 -1 -1,7.673 7.621 7.907,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,7.907422065734863,11.002593994140625,0.7186870723345713,1,0.686015625,0 0 0,7.846 7.537 8.320,0,23,286,0,3.5520920753479004,3.6090633869171143,0.9842143776760099,0.3731171548117155,1
9445,455,13955,Program,0,1.0,0.25,23,23,1,measured,262,0,1,240,0,21,8080,-1,-1,-1,0,-1,0,4.661542892456055,9.60751724243164,0.48519745266428776,1,0.718046875,0 0 0,4.731 4.506 4.959,0,1.0,0.25,286,286,1,measured,525,0,1,240,0,284,8080,-1,-1,-1,0,-1,0,4.826298713684082,9.925835609436035,0.4862360111118445,1,0.7053125,0 0 0,4.951 4.622 5.160,0,23,286,0,4.468234062194824,6.711493492126465,0.6657585330950104,0.36119246861924686,1
